  
Weight percent  	      Group : 210830        	  Sample : 210830_0013_QNT  	 Page 	  1 	  
  
   No. 	   SiO2  	   TiO2  	   Al2O3 	   FeO   	   MnO   	   MgO   	   CaO   	   Na2O  	   K2O   	   P2O5  	   Cr2O3 	   NiO   	  Total  	Comment   
   92  	GProbe Mitte Grid 010x011 Grid 020x021	 10887.00	327987.00	 22457.00	  1365.00	  2420.00	 70292.00	 17973.00	 25016.00	305920.00	   689.00	 16063.00	  1155.00	   205.00	     0.00	   311.00	    33.00	  1374.00	   383.00	   913.00	   172.00	  1367.00	   184.00	   322.00	   551.00	   163.00	   644.00	   247.00	    33.00	  1179.00	   404.00	   875.00	   150.00	  1529.00	   181.00	   259.00	   536.00	 
   94  	GProbe Mitte Grid 010x011 Grid 020x021	 10890.00	327587.00	 22772.00	  1327.00	  2494.00	 70333.00	 18039.00	 25032.00	305589.00	   742.00	 15750.00	  1127.00	   197.00	     0.00	   309.00	    46.00	  1339.00	   439.00	   913.00	   185.00	  1407.00	   156.00	   253.00	   619.00	   159.00	   602.00	   282.00	    26.00	  1177.00	   403.00	   842.00	   139.00	  1504.00	   182.00	   242.00	   529.00	 
   95  	GProbe Mitte Grid 010x011 Grid 020x021	 10958.00	327256.00	 22393.00	  1332.00	  2586.00	 70081.00	 17733.00	 25118.00	306461.00	   728.00	 15856.00	  1153.00	   190.00	     0.00	   287.00	    39.00	  1412.00	   422.00	   915.00	   197.00	  1400.00	   198.00	   278.00	   634.00	   159.00	   602.00	   276.00	    33.00	  1310.00	   334.00	   878.00	   142.00	  1563.00	   159.00	   256.00	   516.00	 
   97  	GProbe Mitte Grid 010x011 Grid 020x021	 10965.00	327452.00	 22629.00	  1364.00	  2594.00	 70741.00	 17806.00	 25160.00	306012.00	   743.00	 15911.00	  1159.00	   199.00	     0.00	   331.00	    37.00	  1347.00	   416.00	   987.00	   190.00	  1392.00	   183.00	   312.00	   642.00	   145.00	   654.00	   266.00	    37.00	  1194.00	   394.00	   874.00	   139.00	  1535.00	   169.00	   262.00	   559.00	 
   98  	GProbe Mitte Grid 010x011 Grid 020x021	 10832.00	327596.00	 22700.00	  1368.00	  2594.00	 70146.00	 18030.00	 25227.00	304493.00	   648.00	 15764.00	  1174.00	   206.00	     0.00	   306.00	    57.00	  1408.00	   444.00	   866.00	   157.00	  1445.00	   203.00	   270.00	   626.00	   159.00	   631.00	   254.00	    48.00	  1153.00	   426.00	   912.00	   153.00	  1537.00	   168.00	   235.00	   600.00	 
  100  	GProbe Mitte Grid 010x011 Grid 020x021	 11091.00	328049.00	 22824.00	  1422.00	  2459.00	 71156.00	 18053.00	 26502.00	304823.00	   749.00	 15720.00	  1175.00	   187.00	     0.00	   276.00	    42.00	  1341.00	   407.00	   929.00	   222.00	  1461.00	   200.00	   273.00	   597.00	   146.00	   588.00	   269.00	    35.00	  1227.00	   397.00	   849.00	   143.00	  1476.00	   163.00	   251.00	   512.00	 
  101  	GProbe Mitte Grid 010x011 Grid 020x021	 11005.00	327451.00	 22419.00	  1383.00	  2531.00	 70926.00	 18162.00	 26890.00	304291.00	   727.00	 15702.00	  1163.00	   187.00	     0.00	   295.00	    55.00	  1364.00	   387.00	   910.00	   193.00	  1449.00	   201.00	   290.00	   619.00	   151.00	   603.00	   260.00	    29.00	  1191.00	   365.00	   832.00	   160.00	  1576.00	   159.00	   252.00	   607.00	 
  103  	GProbe Mitte Grid 010x011 Grid 020x021	 10889.00	328786.00	 22603.00	  1402.00	  2481.00	 70800.00	 17946.00	 26711.00	304395.00	   723.00	 15575.00	  1162.00	   203.00	     0.00	   305.00	    49.00	  1359.00	   417.00	   969.00	   196.00	  1440.00	   211.00	   259.00	   600.00	   152.00	   570.00	   255.00	    38.00	  1246.00	   388.00	   809.00	   143.00	  1585.00	   162.00	   229.00	   552.00	 
  104  	GProbe Mitte Grid 010x011 Grid 020x021	 10833.00	326275.00	 22275.00	  1419.00	  2583.00	 70700.00	 17749.00	 26788.00	302897.00	   683.00	 15500.00	  1200.00	   190.00	     0.00	   310.00	    39.00	  1368.00	   447.00	   907.00	   170.00	  1398.00	   207.00	   286.00	   633.00	   145.00	   604.00	   248.00	    26.00	  1233.00	   374.00	   890.00	   155.00	  1583.00	   182.00	   261.00	   527.00	 
  106  	GProbe Mitte Grid 010x011 Grid 020x021	 10692.00	325999.00	 22449.00	  1415.00	  2627.00	 70660.00	 18040.00	 26623.00	303758.00	   727.00	 15693.00	  1148.00	   213.00	     0.00	   311.00	    53.00	  1352.00	   428.00	   933.00	   180.00	  1477.00	   188.00	   260.00	   633.00	   153.00	   532.00	   281.00	    42.00	  1170.00	   376.00	   894.00	   152.00	  1484.00	   170.00	   236.00	   544.00	 
  107  	GProbe Mitte Grid 010x011 Grid 020x021	 10839.00	327037.00	 22518.00	  1349.00	  2539.00	 70724.00	 17990.00	 26654.00	304142.00	   725.00	 15857.00	  1125.00	   210.00	     0.00	   306.00	    44.00	  1316.00	   422.00	   940.00	   171.00	  1462.00	   208.00	   276.00	   649.00	   140.00	   595.00	   285.00	    38.00	  1168.00	   370.00	   803.00	   151.00	  1551.00	   172.00	   230.00	   534.00	 
  109  	GProbe Mitte Grid 010x011 Grid 020x021	 10938.00	326612.00	 22208.00	  1418.00	  2445.00	 70146.00	 17838.00	 26502.00	303424.00	   724.00	 15720.00	  1136.00	   209.00	     0.00	   279.00	    49.00	  1384.00	   416.00	   948.00	   183.00	  1441.00	   193.00	   294.00	   635.00	   133.00	   562.00	   286.00	    35.00	  1245.00	   428.00	   801.00	   153.00	  1543.00	   169.00	   230.00	   545.00	 
  110  	GProbe Mitte Grid 010x011 Grid 020x021	 10805.00	327368.00	 22447.00	  1415.00	  2475.00	 70363.00	 18142.00	 26587.00	303912.00	   711.00	 15708.00	  1078.00	   185.00	     0.00	   303.00	    55.00	  1416.00	   457.00	   939.00	   205.00	  1386.00	   194.00	   261.00	   639.00	   157.00	   608.00	   285.00	    21.00	  1183.00	   384.00	   831.00	   145.00	  1570.00	   163.00	   234.00	   536.00	 
  112  	GProbe Mitte Grid 010x011 Grid 020x021	 11095.00	326387.00	 22408.00	  1397.00	  2526.00	 70211.00	 17831.00	 26692.00	303613.00	   716.00	 15909.00	  1240.00	   182.00	     0.00	   298.00	    50.00	  1347.00	   415.00	   960.00	   201.00	  1412.00	   224.00	   293.00	   669.00	   137.00	   582.00	   268.00	    25.00	  1220.00	   406.00	   884.00	   158.00	  1529.00	   140.00	   255.00	   568.00	 
  113  	GProbe Mitte Grid 010x011 Grid 020x021	 10843.00	328301.00	 22479.00	  1368.00	  2483.00	 70743.00	 17856.00	 26799.00	303603.00	   681.00	 15784.00	  1178.00	   201.00	     0.00	   298.00	    40.00	  1372.00	   426.00	   959.00	   202.00	  1462.00	   189.00	   258.00	   590.00	   152.00	   591.00	   304.00	    39.00	  1258.00	   344.00	   831.00	   161.00	  1518.00	   181.00	   239.00	   560.00	 
  115  	GProbe Mitte Grid 010x011 Grid 020x021	 11033.00	329259.00	 22499.00	  1420.00	  2565.00	 70674.00	 17982.00	 26398.00	304676.00	   720.00	 15640.00	  1139.00	   207.00	     0.00	   281.00	    44.00	  1384.00	   449.00	   924.00	   184.00	  1454.00	   190.00	   281.00	   610.00	   145.00	   553.00	   276.00	    29.00	  1146.00	   374.00	   873.00	   154.00	  1519.00	   165.00	   236.00	   514.00	 
  116  	GProbe Mitte Grid 010x011 Grid 020x021	 10863.00	327972.00	 22566.00	  1384.00	  2531.00	 70641.00	 17905.00	 26891.00	304575.00	   714.00	 15798.00	  1189.00	   194.00	     0.00	   302.00	    67.00	  1383.00	   414.00	   958.00	   198.00	  1446.00	   209.00	   262.00	   618.00	   133.00	   586.00	   256.00	    28.00	  1200.00	   375.00	   859.00	   176.00	  1526.00	   188.00	   263.00	   515.00	 
  118  	GProbe Mitte Grid 010x011 Grid 020x021	 10927.00	327651.00	 22651.00	  1392.00	  2513.00	 70555.00	 17959.00	 26753.00	304755.00	   732.00	 15556.00	  1140.00	   173.00	     0.00	   290.00	    51.00	  1368.00	   435.00	   904.00	   175.00	  1400.00	   211.00	   282.00	   635.00	   125.00	   583.00	   263.00	    48.00	  1207.00	   375.00	   842.00	   193.00	  1555.00	   175.00	   258.00	   542.00	 
  119  	GProbe Mitte Grid 010x011 Grid 020x021	 11057.00	327662.00	 22613.00	  1404.00	  2537.00	 69955.00	 17874.00	 26443.00	304738.00	   745.00	 15725.00	  1175.00	   176.00	     0.00	   324.00	    39.00	  1384.00	   447.00	   911.00	   207.00	  1429.00	   216.00	   306.00	   566.00	   149.00	   570.00	   276.00	    29.00	  1195.00	   372.00	   861.00	   150.00	  1494.00	   165.00	   241.00	   542.00	 
  121  	GProbe Mitte Grid 010x011 Grid 020x021	 10995.00	328484.00	 22467.00	  1385.00	  2635.00	 70442.00	 17751.00	 26479.00	305240.00	   691.00	 15610.00	  1135.00	   208.00	     0.00	   284.00	    55.00	  1349.00	   404.00	   907.00	   167.00	  1449.00	   204.00	   288.00	   629.00	   167.00	   632.00	   279.00	    35.00	  1299.00	   410.00	   854.00	   177.00	  1489.00	   143.00	   253.00	   589.00	 
  122  	GProbe Mitte Grid 010x011 Grid 020x021	 10807.00	327432.00	 22999.00	  1403.00	  2551.00	 70218.00	 17434.00	 26526.00	303539.00	   735.00	 15657.00	  1146.00	   204.00	     0.00	   273.00	    37.00	  1385.00	   419.00	   950.00	   201.00	  1434.00	   194.00	   278.00	   618.00	   141.00	   575.00	   280.00	    55.00	  1228.00	   369.00	   874.00	   181.00	  1592.00	   177.00	   249.00	   533.00	 
  124  	GProbe Mitte Grid 010x011 Grid 020x021	 10874.00	328126.00	 22545.00	  1416.00	  2613.00	 70710.00	 17875.00	 26802.00	305358.00	   664.00	 15561.00	  1204.00	   179.00	     0.00	   308.00	    57.00	  1369.00	   413.00	   945.00	   189.00	  1427.00	   184.00	   304.00	   604.00	   136.00	   613.00	   266.00	    35.00	  1236.00	   409.00	   882.00	   170.00	  1566.00	   183.00	   278.00	   552.00	 
  125  	GProbe Mitte Grid 010x011 Grid 020x021	 10927.00	326962.00	 22162.00	  1416.00	  2619.00	 71487.00	 18009.00	 26683.00	305341.00	   666.00	 15544.00	  1225.00	   207.00	     0.00	   286.00	    46.00	  1389.00	   430.00	   938.00	   179.00	  1401.00	   205.00	   285.00	   636.00	   138.00	   570.00	   279.00	    30.00	  1107.00	   394.00	   852.00	   147.00	  1569.00	   153.00	   228.00	   531.00	 
  127  	GProbe Mitte Grid 010x011 Grid 020x021	 10730.00	326867.00	 22495.00	  1367.00	  2591.00	 70455.00	 17951.00	 26646.00	303904.00	   700.00	 15507.00	  1201.00	   200.00	     0.00	   266.00	    42.00	  1367.00	   434.00	   889.00	   178.00	  1391.00	   187.00	   289.00	   572.00	   140.00	   587.00	   274.00	    42.00	  1192.00	   385.00	   822.00	   154.00	  1568.00	   173.00	   287.00	   514.00	 
  128  	GProbe Mitte Grid 010x011 Grid 020x021	 10979.00	327124.00	 22320.00	  1359.00	  2707.00	 70774.00	 17858.00	 26513.00	304213.00	   630.00	 15525.00	  1190.00	   196.00	     0.00	   318.00	    51.00	  1373.00	   429.00	   964.00	   186.00	  1438.00	   175.00	   294.00	   596.00	   147.00	   608.00	   250.00	    31.00	  1184.00	   372.00	   793.00	   144.00	  1556.00	   185.00	   250.00	   501.00	 
  130  	GProbe Mitte Grid 010x011 Grid 020x021	 11004.00	325078.00	 22512.00	  1329.00	  2480.00	 69972.00	 17696.00	 26314.00	303748.00	   695.00	 15876.00	  1180.00	   225.00	     0.00	   275.00	    67.00	  1387.00	   403.00	   890.00	   181.00	  1425.00	   175.00	   248.00	   616.00	   132.00	   582.00	   271.00	    39.00	  1187.00	   393.00	   861.00	   151.00	  1492.00	   184.00	   264.00	   571.00	 
  131  	GProbe Mitte Grid 010x011 Grid 020x021	 10703.00	325427.00	 22751.00	  1416.00	  2502.00	 70018.00	 17447.00	 26711.00	302842.00	   692.00	 15756.00	  1113.00	   188.00	     0.00	   284.00	    50.00	  1334.00	   440.00	   876.00	   170.00	  1410.00	   174.00	   258.00	   647.00	   135.00	   578.00	   243.00	    37.00	  1205.00	   423.00	   898.00	   182.00	  1580.00	   183.00	   248.00	   532.00	 
  133  	GProbe Mitte Grid 010x011 Grid 020x021	 10828.00	325945.00	 22414.00	  1318.00	  2493.00	 70583.00	 17830.00	 26432.00	302976.00	   660.00	 15550.00	  1161.00	   200.00	     0.00	   293.00	    48.00	  1326.00	   395.00	   928.00	   225.00	  1455.00	   174.00	   260.00	   603.00	   133.00	   582.00	   244.00	    41.00	  1187.00	   389.00	   836.00	   157.00	  1491.00	   185.00	   251.00	   557.00	 
  134  	GProbe Mitte Grid 010x011 Grid 020x021	 11031.00	326708.00	 22602.00	  1354.00	  2542.00	 70204.00	 17901.00	 26718.00	304705.00	   731.00	 15570.00	  1169.00	   213.00	     0.00	   279.00	    40.00	  1358.00	   390.00	   951.00	   227.00	  1465.00	   210.00	   271.00	   637.00	   141.00	   603.00	   259.00	    32.00	  1209.00	   393.00	   890.00	   163.00	  1521.00	   185.00	   250.00	   546.00	 
  136  	GProbe Mitte Grid 010x011 Grid 020x021	 10872.00	326880.00	 22811.00	  1395.00	  2492.00	 70436.00	 17855.00	 26621.00	303636.00	   737.00	 15420.00	  1144.00	   187.00	     0.00	   317.00	    50.00	  1353.00	   432.00	   911.00	   184.00	  1419.00	   195.00	   258.00	   639.00	   171.00	   597.00	   271.00	    24.00	  1211.00	   392.00	   855.00	   160.00	  1603.00	   175.00	   228.00	   534.00	 
  137  	GProbe Mitte Grid 010x011 Grid 020x021	 10861.00	327535.00	 22285.00	  1407.00	  2575.00	 70791.00	 17678.00	 26562.00	303641.00	   735.00	 15677.00	  1129.00	   224.00	     0.00	   261.00	    51.00	  1444.00	   393.00	   934.00	   174.00	  1445.00	   168.00	   240.00	   599.00	   144.00	   604.00	   288.00	    29.00	  1183.00	   390.00	   829.00	   164.00	  1512.00	   187.00	   247.00	   577.00	 
  139  	GProbe Mitte Grid 010x011 Grid 020x021	 10820.00	327450.00	 22562.00	  1442.00	  2512.00	 70517.00	 17723.00	 26307.00	304414.00	   747.00	 15714.00	  1230.00	   208.00	     0.00	   305.00	    42.00	  1421.00	   483.00	   912.00	   196.00	  1453.00	   201.00	   273.00	   600.00	   144.00	   589.00	   261.00	    36.00	  1234.00	   409.00	   844.00	   147.00	  1579.00	   178.00	   225.00	   540.00	 
  140  	GProbe Mitte Grid 010x011 Grid 020x021	 10775.00	327442.00	 22668.00	  1413.00	  2472.00	 70551.00	 17960.00	 26603.00	305341.00	   750.00	 15554.00	  1209.00	   219.00	     0.00	   285.00	    64.00	  1386.00	   434.00	   955.00	   180.00	  1442.00	   188.00	   276.00	   633.00	   142.00	   608.00	   285.00	    31.00	  1184.00	   405.00	   901.00	   173.00	  1550.00	   190.00	   245.00	   575.00	 
  142  	GProbe Mitte Grid 010x011 Grid 020x021	 11006.00	327793.00	 22731.00	  1391.00	  2651.00	 70762.00	 17804.00	 26627.00	304008.00	   730.00	 15729.00	  1248.00	   201.00	     0.00	   330.00	    44.00	  1333.00	   410.00	   992.00	   205.00	  1361.00	   196.00	   275.00	   594.00	   116.00	   562.00	   285.00	    37.00	  1181.00	   382.00	   780.00	   160.00	  1512.00	   176.00	   248.00	   529.00	 
  143  	GProbe Mitte Grid 010x011 Grid 020x021	 10800.00	327492.00	 22568.00	  1456.00	  2564.00	 71003.00	 17793.00	 26610.00	304008.00	   704.00	 15628.00	  1155.00	   240.00	     0.00	   292.00	    50.00	  1410.00	   387.00	   918.00	   182.00	  1374.00	   209.00	   294.00	   636.00	   146.00	   566.00	   287.00	    35.00	  1211.00	   439.00	   845.00	   148.00	  1519.00	   152.00	   258.00	   531.00	 
  145  	GProbe Mitte Grid 010x011 Grid 020x021	 11107.00	327666.00	 22403.00	  1378.00	  2602.00	 70850.00	 17799.00	 26469.00	303501.00	   744.00	 15581.00	  1178.00	   193.00	     0.00	   247.00	    50.00	  1425.00	   421.00	   872.00	   201.00	  1463.00	   189.00	   260.00	   577.00	   143.00	   563.00	   254.00	    37.00	  1214.00	   377.00	   807.00	   167.00	  1498.00	   194.00	   231.00	   542.00	 
  146  	GProbe Mitte Grid 010x011 Grid 020x021	 10904.00	328052.00	 22872.00	  1357.00	  2630.00	 70556.00	 18098.00	 26349.00	304808.00	   690.00	 15747.00	  1181.00	   196.00	     0.00	   284.00	    47.00	  1377.00	   377.00	   930.00	   184.00	  1492.00	   203.00	   276.00	   570.00	   148.00	   548.00	   268.00	    33.00	  1276.00	   392.00	   838.00	   162.00	  1561.00	   195.00	   246.00	   558.00	 
  148  	GProbe Mitte Grid 010x011 Grid 020x021	  6702.00	  4790.00	331162.00	    89.00	  2581.00	   836.00	  1774.00	   574.00	  1363.00	   356.00	   535.00	  1201.00	   159.00	     0.00	   346.00	    44.00	  1397.00	   393.00	   937.00	   171.00	   710.00	   192.00	   271.00	   683.00	   130.00	   357.00	   467.00	    36.00	  1247.00	   402.00	   824.00	   124.00	   677.00	   161.00	   225.00	   562.00	 
  149  	GProbe Mitte Grid 010x011 Grid 020x021	  6589.00	 11361.00	330114.00	    87.00	  2628.00	   853.00	  1734.00	   577.00	  1414.00	   341.00	   496.00	  1256.00	   181.00	     0.00	   376.00	    32.00	  1409.00	   431.00	   908.00	   157.00	   726.00	   196.00	   298.00	   664.00	   124.00	   364.00	   414.00	    43.00	  1216.00	   409.00	   739.00	   115.00	   708.00	   166.00	   229.00	   615.00	 
  151  	GProbe Mitte Grid 010x011 Grid 020x021	  6573.00	  5253.00	333462.00	    94.00	  2680.00	   837.00	  1701.00	   516.00	  1372.00	   342.00	   505.00	  1247.00	   168.00	     0.00	   357.00	    42.00	  1412.00	   446.00	   893.00	   198.00	   742.00	   187.00	   287.00	   623.00	   167.00	   356.00	   450.00	    49.00	  1220.00	   406.00	   797.00	   126.00	   678.00	   171.00	   238.00	   594.00	 
  152  	GProbe Mitte Grid 010x011 Grid 020x021	  6457.00	  3894.00	335530.00	    89.00	  2524.00	   825.00	  1776.00	   533.00	  1431.00	   323.00	   543.00	  1181.00	   151.00	     0.00	   353.00	    51.00	  1466.00	   403.00	   878.00	   160.00	   740.00	   199.00	   281.00	   650.00	   142.00	   365.00	   476.00	    39.00	  1234.00	   384.00	   798.00	   130.00	   697.00	   173.00	   240.00	   609.00	 
  154  	GProbe Mitte Grid 010x011 Grid 020x021	  6267.00	  7284.00	332500.00	    90.00	  2653.00	   800.00	  1796.00	  1555.00	  3417.00	   357.00	   514.00	  1156.00	   156.00	     0.00	   371.00	    42.00	  1444.00	   404.00	   931.00	   814.00	  1042.00	   175.00	   300.00	   648.00	   123.00	   355.00	   495.00	    37.00	  1217.00	   370.00	   811.00	  1066.00	  1100.00	   175.00	   257.00	   609.00	 
  155  	GProbe Mitte Grid 010x011 Grid 020x021	  6545.00	  8409.00	331044.00	    83.00	  2642.00	   803.00	  1740.00	   553.00	  1984.00	   327.00	   508.00	  1226.00	   204.00	     0.00	   361.00	    40.00	  1396.00	   400.00	   863.00	   191.00	   856.00	   202.00	   271.00	   616.00	   131.00	   343.00	   454.00	    37.00	  1204.00	   398.00	   803.00	   144.00	   838.00	   185.00	   233.00	   579.00	 
  157  	GProbe Mitte Grid 010x011 Grid 020x021	  6975.00	  5723.00	335634.00	    63.00	  2606.00	   830.00	  1816.00	   720.00	  1516.00	   361.00	   520.00	  1242.00	   194.00	     0.00	   374.00	    51.00	  1426.00	   431.00	   892.00	   402.00	   833.00	   187.00	   286.00	   679.00	   150.00	   355.00	   429.00	    38.00	  1172.00	   361.00	   858.00	   208.00	   742.00	   179.00	   253.00	   605.00	 
  158  	GProbe Mitte Grid 010x011 Grid 020x021	  6381.00	  3424.00	334842.00	    84.00	  2769.00	   773.00	  1688.00	   709.00	  1804.00	   348.00	   537.00	  1286.00	   184.00	     0.00	   362.00	    54.00	  1429.00	   452.00	   894.00	   239.00	   812.00	   191.00	   268.00	   638.00	   143.00	   360.00	   431.00	    49.00	  1254.00	   407.00	   836.00	   191.00	   803.00	   177.00	   232.00	   573.00	 
  160  	GProbe Mitte Grid 010x011 Grid 020x021	  6600.00	  3323.00	336669.00	   116.00	  2668.00	   745.00	  1687.00	   599.00	  2116.00	   340.00	   478.00	  1209.00	   172.00	     0.00	   382.00	    42.00	  1445.00	   435.00	   931.00	   179.00	  1152.00	   198.00	   295.00	   636.00	   137.00	   359.00	   471.00	    46.00	  1234.00	   399.00	   855.00	   205.00	  1091.00	   174.00	   210.00	   585.00	 
  161  	GProbe Mitte Grid 010x011 Grid 020x021	  6463.00	  5615.00	332912.00	   102.00	  2472.00	   781.00	  1762.00	   836.00	  1815.00	   346.00	   496.00	  1186.00	   189.00	     0.00	   358.00	    50.00	  1436.00	   434.00	   921.00	   278.00	   936.00	   174.00	   255.00	   700.00	   131.00	   373.00	   432.00	    45.00	  1195.00	   439.00	   816.00	   259.00	   845.00	   161.00	   233.00	   607.00	 
  163  	GProbe Mitte Grid 010x011 Grid 020x021	  6705.00	  6609.00	337561.00	    75.00	  2638.00	   770.00	  1641.00	   617.00	  1530.00	   343.00	   485.00	  1179.00	   178.00	     0.00	   358.00	    44.00	  1411.00	   450.00	   949.00	   205.00	   786.00	   200.00	   286.00	   604.00	   121.00	   344.00	   468.00	    47.00	  1107.00	   410.00	   802.00	   183.00	   747.00	   167.00	   258.00	   618.00	 
  164  	GProbe Mitte Grid 010x011 Grid 020x021	  6447.00	  8811.00	330994.00	   101.00	  2713.00	   797.00	  1705.00	   824.00	  1603.00	   371.00	   504.00	  1225.00	   172.00	     0.00	   341.00	    31.00	  1397.00	   392.00	   905.00	   265.00	   911.00	   164.00	   284.00	   649.00	   150.00	   333.00	   445.00	    48.00	  1238.00	   410.00	   842.00	   215.00	   723.00	   196.00	   207.00	   588.00	 
  166  	GProbe Mitte Grid 010x011 Grid 020x021	  6317.00	  5712.00	330169.00	    76.00	  2614.00	   808.00	  1676.00	   669.00	  1614.00	   322.00	   487.00	  1269.00	   170.00	     0.00	   399.00	    39.00	  1390.00	   380.00	   869.00	   267.00	   851.00	   200.00	   269.00	   645.00	   123.00	   343.00	   412.00	    43.00	  1246.00	   355.00	   794.00	   217.00	   809.00	   158.00	   263.00	   589.00	 
  167  	GProbe Mitte Grid 010x011 Grid 020x021	  6639.00	  3851.00	332073.00	    86.00	  2618.00	   814.00	  1727.00	   691.00	  1705.00	   351.00	   500.00	  1190.00	   178.00	     0.00	   365.00	    46.00	  1504.00	   431.00	   899.00	   252.00	   989.00	   197.00	   275.00	   646.00	   130.00	   363.00	   444.00	    39.00	  1252.00	   404.00	   772.00	   200.00	   840.00	   171.00	   241.00	   587.00	 
  169  	GProbe Mitte Grid 010x011 Grid 020x021	  6635.00	  6038.00	332097.00	   101.00	  2604.00	   768.00	  1709.00	   884.00	  1792.00	   327.00	   521.00	  1257.00	   209.00	     0.00	   357.00	    34.00	  1374.00	   411.00	   918.00	   363.00	  1206.00	   179.00	   299.00	   672.00	   132.00	   350.00	   451.00	    47.00	  1222.00	   388.00	   827.00	   291.00	  1197.00	   163.00	   241.00	   595.00	 
  170  	GProbe Mitte Grid 010x011 Grid 020x021	  6484.00	  6492.00	331071.00	    93.00	  2542.00	   757.00	  1760.00	   811.00	  1781.00	   354.00	   557.00	  1192.00	   177.00	     0.00	   349.00	    44.00	  1476.00	   449.00	   930.00	   252.00	   931.00	   195.00	   286.00	   682.00	   142.00	   325.00	   461.00	    36.00	  1208.00	   429.00	   840.00	   224.00	   862.00	   176.00	   239.00	   582.00	 
  172  	GProbe Mitte Grid 010x011 Grid 020x021	  6633.00	  5233.00	332359.00	    80.00	  2692.00	   824.00	  1697.00	   708.00	  1649.00	   339.00	   529.00	  1172.00	   183.00	     0.00	   395.00	    44.00	  1420.00	   403.00	   897.00	   290.00	   870.00	   181.00	   292.00	   638.00	   146.00	   332.00	   455.00	    44.00	  1238.00	   365.00	   817.00	   252.00	   991.00	   183.00	   233.00	   556.00	 
  173  	GProbe Mitte Grid 010x011 Grid 020x021	  6669.00	  7409.00	330690.00	    89.00	  2613.00	   792.00	  1672.00	   956.00	  1794.00	   355.00	   542.00	  1145.00	   155.00	     0.00	   331.00	    34.00	  1409.00	   404.00	   899.00	   388.00	   921.00	   187.00	   273.00	   636.00	   149.00	   383.00	   442.00	    39.00	  1164.00	   396.00	   800.00	   328.00	   816.00	   168.00	   245.00	   589.00	 
  175  	GProbe Mitte Grid 010x011 Grid 020x021	  6343.00	 12082.00	327841.00	    84.00	  2547.00	   827.00	  1771.00	   786.00	  1938.00	   322.00	   504.00	  1269.00	   149.00	     0.00	   354.00	    36.00	  1340.00	   421.00	   950.00	   360.00	   887.00	   186.00	   293.00	   623.00	   115.00	   345.00	   465.00	    39.00	  1165.00	   381.00	   781.00	   370.00	   802.00	   153.00	   240.00	   591.00	 
  176  	GProbe Mitte Grid 010x011 Grid 020x021	  6431.00	  4559.00	332681.00	    95.00	  2647.00	   814.00	  1717.00	   581.00	  1692.00	   366.00	   490.00	  1206.00	   177.00	     0.00	   364.00	    39.00	  1439.00	   442.00	   888.00	   237.00	   865.00	   164.00	   273.00	   625.00	   120.00	   344.00	   488.00	    37.00	  1269.00	   448.00	   800.00	   304.00	   805.00	   180.00	   215.00	   576.00	 
  178  	GProbe Mitte Grid 010x011 Grid 020x021	  6514.00	  7163.00	333240.00	    86.00	  2496.00	   771.00	  1717.00	   601.00	  1624.00	   357.00	   529.00	  1279.00	   163.00	     0.00	   315.00	    33.00	  1343.00	   428.00	   873.00	   218.00	   804.00	   172.00	   321.00	   649.00	   138.00	   365.00	   420.00	    49.00	  1219.00	   389.00	   791.00	   187.00	   786.00	   195.00	   222.00	   576.00	 
  179  	GProbe Mitte Grid 010x011 Grid 020x021	  6528.00	  5602.00	332438.00	    99.00	  2597.00	   820.00	  1709.00	   909.00	  1925.00	   378.00	   507.00	  1315.00	   176.00	     0.00	   335.00	    47.00	  1396.00	   455.00	   888.00	   394.00	   946.00	   200.00	   277.00	   631.00	   117.00	   320.00	   429.00	    57.00	  1222.00	   406.00	   796.00	   313.00	   923.00	   178.00	   255.00	   544.00	 
  181  	GProbe Mitte Grid 010x011 Grid 020x021	  6467.00	  5846.00	329407.00	    88.00	  2668.00	   789.00	  1677.00	   903.00	  1829.00	   324.00	   503.00	  1214.00	   182.00	     0.00	   347.00	    50.00	  1385.00	   415.00	   909.00	   306.00	   985.00	   185.00	   289.00	   629.00	   130.00	   359.00	   455.00	    42.00	  1224.00	   430.00	   807.00	   377.00	   832.00	   157.00	   214.00	   570.00	 
  182  	GProbe Mitte Grid 010x011 Grid 020x021	  6517.00	  4658.00	330604.00	    91.00	  2541.00	   805.00	  1724.00	   766.00	  1758.00	   355.00	   490.00	  1229.00	   174.00	     0.00	   395.00	    36.00	  1408.00	   430.00	   919.00	   222.00	   839.00	   167.00	   294.00	   701.00	   121.00	   360.00	   442.00	    38.00	  1145.00	   400.00	   833.00	   236.00	   839.00	   160.00	   216.00	   609.00	 
  184  	GProbe Mitte Grid 010x011 Grid 020x021	  6753.00	 12455.00	327995.00	   103.00	  2713.00	   840.00	  1685.00	   957.00	  1757.00	   370.00	   471.00	  1240.00	   201.00	     0.00	   314.00	    43.00	  1427.00	   411.00	   872.00	   363.00	   907.00	   198.00	   288.00	   595.00	   137.00	   357.00	   453.00	    57.00	  1281.00	   391.00	   806.00	   361.00	   842.00	   174.00	   245.00	   612.00	 
