Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / KAMBUI GREENSTONE BELT,SOUTH KAMBUI,7.95,7.95,-11.19,-11.19,SUBAERIAL,,,s 69 [8624],AMPHIBOLITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,243533.635,2397.36,,80022.7512,,,,65060.01,74614.68,49871.408,1316.5786,,7305.32,17952.9394,480.0631,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,75,,78,,,,,,31,139,10,42,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247017
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / KAMBUI GREENSTONE BELT,SOUTH KAMBUI,7.95,7.95,-11.19,-11.19,SUBAERIAL,,,s 65 [8624],AMPHIBOLITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,"MEDIUM-GRAINED, EQUIGRANULAR BANDED [8624] ",METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,235493.753,7971.222,,84203.8341,,,,88145.82,75686.73,29247.44,2091.0366,,1162.21,26929.4091,829.1999,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,123,,3,,,,,,3,132,26,87,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247018
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / GORI HILLS GREENSTONE BELT,,8.37,8.37,-10.77,-10.77,SUBAERIAL,,,s 75 [8624],AMPHIBOLITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,COARSE-GRAINED [8624] ,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,237737.441,958.944,,66579.7758,,,,84647.97,75829.67,43961.616,2400.8198,,4897.885,19807.5819,610.9894,,,,,,,,,,,,,,,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811,,,,151,,100,,,,,,13,138,15,71,,,,,,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247019
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / GORI HILLS GREENSTONE BELT,,8.37,8.37,-10.77,-10.77,SUBAERIAL,,,s 86 [8624],AMPHIBOLITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,FINE-GRAINED [8624] ,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,242318.304,3715.908,,80287.3767,,,,82005.15,77830.83,45047.088,1548.916,,1411.255,18694.7964,610.9894,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,66,,76,,,,,,3,120,17,51,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247020
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / MANO MOA GREENSTONE BELT,BAGLA HILL,9.5,9.5,-11.25,-11.25,SUBAERIAL,,,s 156 [8624],GRANULITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,235213.292,2996.7,,73565.889,,,,81461.04,88122.51,55178.16,1626.3618,,2324.42,16617.5968,610.9894,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,132,,71,,,,,,3,146,13,34,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247021
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / MANO MOA GREENSTONE BELT,LALEHUN,9.5,9.5,-11.25,-11.25,SUBAERIAL,,,s 142 [8624],GRANULITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,COARSE-GRAINED [8624] ,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,219180.2715,5214.258,,80816.6277,,,,94441.95,75758.2,50836.272,1703.8076,,4233.765,22404.0814,698.2736,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,,,,155,,88,,,,,,5,140,21,47,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247022
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / KAMBUI GREENSTONE BELT,SOUTH KAMBUI,7.95,7.95,-11.19,-11.19,SUBAERIAL,,,s 57 [8624],SERPENTINITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,182299.65,659.274,,12331.5483,,,,85192.08,18725.14,195204.048,1548.916,,83.015,890.2284,218.2105,,,,,,,,,,,,,,,,106700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207,,,,1591,,44,,,,,,3,5,3,7,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247023
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / KAMBUI GREENSTONE BELT,SOUTH KAMBUI,7.95,7.95,-11.19,-11.19,SUBAERIAL,,,s 60 [8624],SERPENTINITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,198098.953,1138.746,,26409.6249,,,,74387.61,37450.28,172710.656,1239.1328,,249.045,2003.0139,261.8526,,,,,,,,,,,,,,,,75800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2982,,,,1491,,46,,,,,,3,34,4,12,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247024
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / GORI HILLS GREENSTONE BELT,,8.37,8.37,-10.77,-10.77,SUBAERIAL,,,s 79 [8624],NOT GIVEN [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,200342.641,2337.426,,44562.9342,,,,87990.36,54746.02,130196.336,1626.3618,,581.105,1335.3426,436.421,,,,,,,,,,,,,,,,58300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4150,,,,997,,83,,,,,,3,11,10,26,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247025
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / GORI HILLS GREENSTONE BELT,,8.37,8.37,-10.77,-10.77,SUBAERIAL,,,s 83 [8624],NOT GIVEN [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,209410.88,3356.304,,52078.2984,,,,93198.27,67610.62,105109.872,1936.145,,664.12,5489.7418,567.3473,,,,,,,,,,,,,,,,36600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3107,,,,818,,111,,,,,,3,14,13,36,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247026
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / KAMBUI GREENSTONE BELT,NORTH KAMBUI,7.95,7.95,-11.19,-11.19,SUBAERIAL,,,s AJ1487 [8624],SERPENTINITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,COARSE-GRAINED [8624] ,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,161311.8185,,,6456.8622,,,,92265.51,786.17,229336.112,1394.0244,,166.03,1038.5998,87.2842,,,,,,,,,,,,,,,,119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247027
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / KAMBUI GREENSTONE BELT,NORTH KAMBUI,7.95,7.95,-11.19,-11.19,SUBAERIAL,,,s AJ103 [8624],DUNITE [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [8624] ,169678.905,359.604,,3704.757,,,,43140.15,8576.4,275589.28,697.0122,,166.03,222.5571,261.8526,,,,,,,,,,,,,,,,72800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8143,,,,1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247028
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / MANO MOA GREENSTONE BELT,BAGLA HILL,9.5,9.5,-11.25,-11.25,SUBAERIAL,,,s 159 [8624],NOT GIVEN [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,EQUIGRANULAR [8624] ,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,238812.5415,3895.71,,39905.5254,,,,83326.56,100558.29,81350.096,1548.916,,3984.72,13650.1688,698.2736,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374,,,,274,,58,,,,,,5,83,13,46,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247029
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / MANO MOA GREENSTONE BELT,BAGLA HILL,9.5,9.5,-11.25,-11.25,SUBAERIAL,,,s 160 [8624],NOT GIVEN [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,EQUIGRANULAR [8624] ,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,228295.254,2876.832,,27944.4528,,,,79906.44,96555.97,108004.464,1548.916,,3237.585,11424.5978,567.3473,,,,,,,,,,,,,,,,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464,,,,518,,54,,,,,,6,67,9,29,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247030
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / MANO MOA GREENSTONE BELT,BAGLA HILL,9.5,9.5,-11.25,-11.25,SUBAERIAL,,,s 178 [8624],NOT GIVEN [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,EQUIGRANULAR [8624] ,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,225537.3875,659.274,,34454.2401,,,,92187.78,40880.84,151845.472,1781.2534,,1577.285,3931.8421,480.0631,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3426,,,,963,,85,,,,,,4,16,9,29,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247031
[8624],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),WEST AFRICAN CRATON / SIERRA LEONE GREENSTONE BELTS / MANO MOA GREENSTONE BELT,BAGLA HILL,9.5,9.5,-11.25,-11.25,SUBAERIAL,,,s 170 [8624],NOT GIVEN [8624],2800000000 [8624],2800000000 [8624],NEO [8624],ARCHEAN [8624],,,,EQUIGRANULAR [8624] ,METAMORPHIC ROCK,,,,,WHOLE_ROCK [8624] ,203147.251,1618.218,,21434.6655,,,,87523.98,37092.93,246643.36,1394.0244,,7720.395,6750.8987,436.421,,,,,,,,,,,,,,,,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217,,,,1320,,47,,,,,,39,40,10,21,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247032
